latitude,longitude,date,flag,title,place_name,place_url,time_string,signup_url
55.944,-3.18723,2015-02-04,gb,Missing Maps Edinburgh,The University of Edinburgh,http://osm.org/go/evfLiuE9k-?m=,5pm-8pm,https://www.eventbrite.co.uk/e/missing-maps-edinburgh-tickets-15552456817
69.66203,18.94184,2015-02-12,no,Missing Maps Norway,Troms,http://osm.org/go/1KcrhSQQY?m=,7pm-10pm,https://www.eventbrite.com/e/missing-maps-mapathon-troms-tickets-15567209944
51.86564,5.12481,2015-02-14,nl,GeoFort Mapathon,GeoFort,http://osm.org/go/0EvYJe8Hd--?m=,1pm-6pm,http://www.meetup.com/GeoForts-sideshow-diverse-activiteiten-op-het-fort/events/219954802/
55.94428,-3.18675,2015-02-18,gb,Edinburgh 2,Appleton Tower,http://osm.org/go/evfLiuehA-?m=,6pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-edinburgh-mapathon-2-tickets-15690936012
38.89624,-77.04583,2015-02-24,us,Mapping for Dhaka,American Red Cross,http://osm.org/go/ZZcbKU71d-?m=,5:30pm-8pm,https://www.eventbrite.com/e/february-missing-maps-mapathon-washington-dc-tickets-15505673888
38.89637,-77.04582,2015-02-24,us,Mardi Gras Missing Maps Mapathon,American Red Cross,http://osm.org/go/ZZcbKU~l1--?m=,6pm-9pm,https://www.eventbrite.com/e/mardi-gras-missing-maps-mapathon-washington-dc-tickets-15505673888
51.52173,-0.13764,2015-02-24,gb,Missing Maps London,Arup HQ,http://osm.org/go/euu4PL9Sf?m=,6pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-hot-february-2015-mapathon-tickets-15713792376
55.94428,-3.18675,2015-03-04,gb,Edinburgh 3,Appleton Tower,http://osm.org/go/evfLiuehA-?m=,6pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-edinburgh-3-tickets-15875517099
50.737137,-3.535148,2015-03-05,gb,University of Exeter 2,Forum Exploration Labs 1,http://osm.org/go/euIu4D2Q--?m=,6pm-8pm,https://www.facebook.com/EUMissingMaps
51.39436,0.18117,2015-03-09,gb,Swanley mapathon & training,"Christ Church Centre, Swanley, Kent",http://osm.org/go/0EEJQKvcn--?m=,1pm-4pm,https://www.eventbrite.co.uk/e/missing-maps-swanley-kent-uk-weekly-mapathons-training-sessions-tickets-15994358557
50.79794,-1.09883,2015-03-25,gb,Portsmouth Mapathon,University of Portsmouth,http://osm.org/go/euoPfv8~?m=,6pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-mapathon-portsmouth-tickets-15617027951
55.94428,-3.18675,2015-03-25,gb,Edinburgh 4,Appleton Tower,http://osm.org/go/evfLiuehA-?m=,6pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-edinburgh-4-tickets-16085021733
50.79794,-1.09883,2015-03-25,gb,Portsmouth Mapathon,University of Portsmouth,http://osm.org/go/euoPfv8~?m=,6pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-mapathon-portsmouth-tickets-15617027951
50.79861,-1.09937,2015-03-25,gb,Portsmouth University Mapathon,"Research and Innovation Services, University of Portsmouth",http://osm.org/go/euoPf6ez0--?m=,11:30-02:00,https://www.eventbrite.co.uk/e/missing-maps-mapathon-portsmouth-tickets-15617027951
55.94433,-3.1868,2015-03-25,gb,University of Edinburgh Mapathon,Appleton Tower,http://osm.org/go/evfLiuexl?m=,18:00-21:00,https://www.eventbrite.co.uk/e/missing-maps-edinburgh-4-tickets-16085021733
38.826316,-77.30436,2015-03-27,us,GMU vs GWU Map-Off,"George Mason University, Exploratory Hall",http://osm.org/go/ZZcFab9j?m=,4:30pm-8pm,
38.89693,-77.04448,2015-03-27,us,GMU vs GWU Map-Off,George Washington University,http://osm.org/go/ZZcbKX_I?m=,6pm-9pm,
32.81373,-117.12345,2015-03-28,us,Missing Maps San Diego Mapathon,American Red Cross of San Diego,http://osm.org/go/TPTObSNbo?m=,09:30-12:00,http://wiki.openstreetmap.org/w/images/0/06/San_Diego_and_Chicago_Mapathon_28MAR2015.pdf
41.874,-87.68132,2015-03-28,us,Missing Maps Chicago Mapathon,American Red Cross of Chicago and Northern Illinois,http://osm.org/go/ZUfIeVPNY--?m=,11:30-02:00,http://wiki.openstreetmap.org/w/images/0/06/San_Diego_and_Chicago_Mapathon_28MAR2015.pdf
51.50497,-0.11266,2015-03-31,gb,London March Mapathon,"King's College, Waterloo",http://osm.org/go/euu4ipFcC?m=,6pm-9pm,https://www.eventbrite.co.uk/e/missing-mapshot-march-marathon-tickets-16125503816
35.910988,-79.047996,2015-04-02,us,Humanitarian Mapathon,"University of North Carolina, Chapel Hill",http://osm.org/go/ZS_hhvEgp--?m=,5pm-7pm,http://calendar.lib.unc.edu/event.php?id=931127
55.86597,-4.26071,2015-04-09,gb,Missing Maps Glasgow,The Project Cafe,http://www.openstreetmap.org/node/3429875881,6:30pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-glasgow-tickets-16322255305
38.89693,-77.04448,2015-04-10,us,GW Humanitarian Mapping Society ,GWU Spatial Analysis Lab,http://osm.org/go/ZZcbKX_I?m=,6pm start,
58.9706202,5.7439133,2015-04-15,no,Missing Maps Rogaland,"Business Centre Stavanger, Norway",http://www.openstreetmap.org/node/2825863173#map=19/58.97062/5.74391,5pm-9pm,https://www.facebook.com/events/1589265807988292/
51.51126,-0.11603,2015-04-28,gb,Missing Maps London Mapathon,Bartlett School of Architecture,http://www.openstreetmap.org/way/236418140,18:00-21:00,https://www.eventbrite.co.uk/e/missing-mapshot-april-mapathon-tickets-16531869266
38.89911,-77.02211,2015-04-29,us,MapTimeDC + HOT ,WeWork Chinatown,http://osm.org/go/ZZcbjMXnf?m=,6:30pm-8pm,http://www.meetup.com/Maptime-DC/events/220505118/
55.86597,-4.26071,2015-05-14,gb,Missing Maps Glasgow,The Project Cafe,http://www.openstreetmap.org/node/3429875881,6:30pm-9pm,https://www.eventbrite.co.uk/e/missing-maps-glasgow-2-tickets-16792736527
51.52168,-0.10777,2015-05-19,gb,Missing Maps London JOSM meetup,MSF UK HQ,http://osm.org/go/euu4tD0_1?m=,18:00-21:00,https://www.eventbrite.co.uk/e/mid-may-mapathon-for-regular-mappers-tickets-16934115395
55.944,-3.18723,2015-05-22,gb,Missing Maps Edinburgh,TBC,http://osm.org/go/evfLiuE9k-?m=,17:00-20:00,https://www.eventbrite.co.uk/e/missing-maps-edinburgh-tickets-16959158299
51.49761,-0.17666,2015-06-02,gb,Missing Maps London mapathon,"Imperial College, London",http://www.openstreetmap.org/way/110085229,18:00-21:00,https://www.eventbrite.co.uk/e/missing-mapshot-june-mapathon-tickets-17028513743
51.86564,5.12481,2015-06-04,nl,Missing Maps Holland,"GeoFort, Herwijnen",http://www.openstreetmap.org/node/2898279943,TBD,http://jonggeo.nl/missing-maps/
40.72962,-73.99736,2015-06-08,un,SOTM-US Mapathon,United Nations HQ,http://osm.org/go/Zct8Uw8HQ?m=,TBD,
51.49761,-0.17666,2015-06-16,gb,Y Care International Mapathon,"Remark! Events, London",http://www.openstreetmap.org/search?query=18+leather+lane#map=19/51.51946/-0.10857,18:00-21:00,https://www.eventbrite.co.uk/e/mid-month-mapathon-missing-mapsy-care-international-tickets-17305575442
52.4984297,13.3809837,2015-06-18,de,Missing Maps Berlin,Wikimedia Deutschland,https://www.openstreetmap.org/node/2551527703,18:30-22:00,http://www.meetup.com/Missing-Maps-Berlin/events/222639871/
51.51731,-0.11069,2015-07-07,gb,Missing Maps London,MSF UK Office,http://osm.org/go/euu4mvaDj?m=,18:00-21:00,https://www.eventbrite.co.uk/e/missing-mapshot-july-mapathon-tickets-17431671599?ref=estw
39.2411497,6.7744,2015-07-25,tz,Missing Maps Dar es Salaam Mapathon,The Buni Hub,http://osm.org/go/l565e51YC?m=,14:00-18:00,http://www.eventbrite.com/e/maptime-tanzania-tickets-17814704260
38.89624,-77.04583,2015-07-28,us,Safari Summer Missing Maps Mapathon,American Red Cross,http://www.openstreetmap.org/way/66409265#map=19/38.89643/-77.04579,17:30-20:00,https://www.eventbrite.com/e/safari-summer-missing-maps-mapathon-tickets-17801374390
51.52554,-0.13491,2015-08-04,gb,Missing Maps London,Wellcome Trust,http://www.openstreetmap.org/way/310882263,18:00-21:00,https://www.eventbrite.co.uk/e/missing-mapshot-august-mapathon-tickets-17828294910
55.86597,-4.26071,2015-08-13,gb-sct,Missing Maps Glasgow,The Project Cafe,http://www.openstreetmap.org/node/3429875881,18:00-21:00,https://www.eventbrite.co.uk/e/missing-maps-glasgow-4-tickets-17932305007
51.5132,-0.13375,2015-08-17,gb,Missing Maps Thoughtworks,Thoughtworks,http://osm.org/go/euu4L5wp3?m=,18:00-21:00,https://www.eventbrite.co.uk/e/mid-month-august-mapathon-missing-mapshot-tickets-18135661251
60.3694,5.3495,2015-08-27,no,Missing Maps Norway,Ingeni Uten Grenser Hordaland,http://osm.org/go/0Rvx5~Ld?m=,17:00-21:00,https://www.facebook.com/events/876011089149286/
51.51861,-0.08613,2015-09-01,gb,Missing Maps London,Skills Matter,http://www.openstreetmap.org/node/3718166225#map=19/51.51861/-0.08613,18:00-21:00,https://www.eventbrite.co.uk/e/missing-mapshot-september-mapathon-tickets-18334271299
38.30505,-77.47544,2015-09-26,us,Map-A-Palooza,University of Mary Washington,http://osm.org/go/ZZS9xBUrV-?m=,11:00-14:00,
55.94417,-3.19376,2015-10-04,gb,Missing Maps SOTM Scotland,SkyScanner,https://www.openstreetmap.org/#map=18/55.94417/-3.19376,11:00-15:00,http://wiki.openstreetmap.org/wiki/State_of_the_Map_Scotland_2015/Day_5#Workshop_2_:_For_new_mappers_-_Missing_Maps
38.89624,-77.04583,2015-10-06,us,Missing Maps Fall Mapathon,American Red Cross,http://www.openstreetmap.org/way/66409265#map=19/38.89643/-77.04579,17:30-20:00,https://www.eventbrite.com/e/missing-maps-fall-mapathon-tickets-18830178571
51.52567,-0.13978,2015-10-06,gb,Missing Maps London,Facebook,http://www.openstreetmap.org/node/3763350319#map=19/51.52567/-0.13978,18:00-21:00,https://www.eventbrite.co.uk/e/missing-mapshot-october-mapathon-tickets-18786989391
55.94322,-3.18651,2015-10-06,gb,Missing Maps Edinburgh,David Hume Tower (LG09),http://www.openstreetmap.org/way/5325200#map=18/55.94322/-3.18651,19:30-21:30,https://www.eventbrite.co.uk/e/missing-maps-party-tickets-19050528644
50.7352,-3.53358,2015-10-08,gb,University of Exeter Missing Maps Party,The Forum,http://www.openstreetmap.org/way/162102795#map=19/50.73520/-3.53358,18:00-21:00,https://www.facebook.com/EUMissingMaps
43.66316,-79.41078,2015-10-14,ca,MSF Canada Missing Maps Party,Centre for Social Innovation,http://www.openstreetmap.org/way/255630384#map=19/43.66316/-79.41078,18:00-21:00,http://www.eventbrite.ca/e/msf-canadas-missing-maps-event-tickets-18715354128
33.7644229,-118.1524836,2015-10-17,us,Mapathon,"The Library Coffeehouse, 3418 Broadway Ave, Long Beach, CA",http://osm.org/go/TYqqmwbB?m=,10:00-12:30,
12.9810816,77.6368034,2015-10-20,in,Mapping DRC,"Mapbox, Bengaluru",http://www.openstreetmap.org/node/3352016856,17:30-20:30,https://www.mapbox.com/blog/open-access-week/
51.52567,-0.13978,2015-10-20,gb,Missing Maps JOSM London,Venue - TBC,https://www.openstreetmap.org/relation/65606,18:00-21:00,https://www.eventbrite.co.uk/e/missing-maps-london-october-mid-month-mapping-party-tickets-19077747055
35.910988,-79.047996,2015-10-22,us,University of North Carolina Mapathon,University of North Carolina,http://osm.org/go/ZS_hhvBg3,17:00-19:00,http://global.unc.edu/event/humanitarian-mapathon/
58.9377,5.69377,2015-10-27,no,Ingeni_��_��__rer Uten Grenser UiS Missing Maps Party,Universitetet i Stavanger,http://www.openstreetmap.org/node/267591852#map=19/58.93770/5.69377,17:00-22:00,https://www.nito.no/kurs-og-arrangementer/missing-maps-mapathon-ingeniorer-uten-grenser/
45.19128,5.7331,2015-10-28,fr,Maptime-Alpes,Cowork in Grenoble,http://www.openstreetmap.org/node/3806387790,17:00-22:00,http://www.meetup.com/MaptimeAlpes/events/225840761/
50.9357,-1.3966,2015-10-29,gb,Missing Maps Southampton,Highfield Campus - Southampton University,http://www.openstreetmap.org/relation/4163893#map=16/50.9357/-1.3966,18:30-21:30,https://www.facebook.com/events/955131037877155/
55.94374,-3.18668,2015-10-29,gb,Missing Maps Edinburgh,George Square,http://www.openstreetmap.org/way/5325199#map=19/55.94374/-3.18668,19:00-21:00,https://www.eventbrite.co.uk/e/missing-maps-mapathon-tickets-19242812771
50.72334,-3.51694,2015-11-02,gb,Missing Maps Exeter Uni,St Luke's Campus,http://www.openstreetmap.org/node/838052019,18:00-20:00,https://www.facebook.com/events/1645546975687945/
51.52267,-0.10526,2015-11-03,gb,Missing Maps London,Wallacespace,http://osm.org/go/euu4tPM5K?m=,18:00-21:00,https://www.eventbrite.co.uk/e/missing-mapshot-november-mapathon-tickets-19100443942
48.872504,2.3643425,2015-11-05,fr,Mapathon Missing Maps Paris,La Ruche,https://www.openstreetmap.org/way/63196894,19:00-22:00,http://www.eventbrite.fr/e/billets-mapathon-missing-maps-paris-19278883660
45.5234,-122.6762,2015-11-05,us,Open Street mapping,Columbia River Peace Corps Association,,18:00-21:00,http://www.crpca.org/crpca-events/
45.5234,-122.6762,2015-11-07,us,Open Street mapping,Columbia River Peace Corps Association,,13:00-16:00,http://www.crpca.org/crpca-events/
54.7764152,-1.5758539,2015-11-09,gb,Maptime Durham Mapathon,Maptime Durham,,TBD,
53.239,6.5355,2015-11-10,nl,Missing Maps Groningen,"Smitsborg, Zernike Campus",http://www.openstreetmap.org/way/6320703#map=16/53.2390/6.5355,1700-2100,https://www.eventbrite.nl/e/missing-maps-groningen-tickets-19173124331
53.23813,6.53599,2015-11-10,nl,University of Groningen Mapathon,"Groningen, Netherlands",http://osm.org/go/0GXNN7Zra?m=&way=268450386,17:00,https://www.eventbrite.nl/e/missing-maps-groningen-tickets-19173124331
35.30183,-120.66375,2015-11-12,us,Cal Poly Missing Maps Mapathon,"Cal Poly San Luis Obispo, CA",http://osm.org/go/TYwPE6Ijj--?m=&relation=2806804,14:00-16:00,http://lib.calpoly.edu/events/missing-maps-mapathon/
38.906447,-77.072196,2015-11-13,us,Georgetown University Mapathon,"Georgetown University Library, Washington, DC",http://osm.org/go/ZZcbEzy7Z?m=&way=67521482,18:30-21:00,
45.42085,-75.70088,2015-11-14,ca,Missing Maps Ottawa,Hub Ottowa,http://www.openstreetmap.org/node/2621358362#map=19/45.42085/-75.70088,10:00-14:00,http://www.meetup.com/openstreetmap-ottawa/events/225620798/
-12.0487,-77.0285,2015-11-15,pe,Saberes Nomadas - OSMPeru Community Mapathon,"Lima, Peru",,10:00:00 AM,
12.98108,77.63714,2015-11-15,in,Mapbox Bengaluru Mapathon,"Bengaluru, India",http://osm.org/go/yy4fNjKSY?m=&node=3352016856,10:00-17:00,
47.6641,-122.29895,2015-11-15,us,American Red Cross: Missing Maps Mapathon,"Seattle, WA",http://osm.org/go/WIdQwV0~3?m=&node=1721401289,12:00-17:00,
38.9041122,-77.0466547,2015-11-16,us,Peace Corps Mapathon,"Peace Corps' Office of Innovation, Washington, DC",http://osm.org/go/ZZcbOEjxD?m=,18:30-20:30,
31.5377,74.3403,2015-11-16,pk,Kinnaird College for Women University (KCWU) MapGive Mapathon,"KCWU, Lahore, Pakistan",http://osm.org/go/znDz5kqf?m=&node=3277778645,15:00-17:00,https://twitter.com/MapGivePakistan
28.60299,-81.19857,2015-11-17,us,University of Central Florida,University of Central Florida,http://osm.org/go/ZGhkXCBAh--?relation=1159228,15:30-17:45,
39.9804,-75.15773,2015-11-17,us,Temple University Mapathon,Temple University,http://osm.org/go/ZcjR8r5P8-?lm=,TBD,
32.84208,-96.78197,2015-11-17,us,Southern Methodist University Mapathon,Southern Methodist University,http://osm.org/go/Tt5NszxXH--?m=,15:00-18:00,
42.25174,-71.82319,2015-11-17,us,Clark University Mapathon,Clark University,http://osm.org/go/ZfCptb6wq--?m=,12:00-14:00,https://www.facebook.com/events/941996052559463/
31.53943,74.35207,2015-11-17,pk,MapGive Pakistan Mapathon at Beaconhouse National University,"Computer Lab, School of Computer & IT (SCIT), Beaconhouse National University",http://osm.org/go/znDz7ywX0--?m=,14:30-17:00,https://twitter.com/MapGivePakistan
27.4837,94.9146,2015-11-17,in,Dibrugarh University Mapathon,"Dibrugarh, India",,9:30-16:30,
5.8277055,-73.0338939,2015-11-17,co,Colegio Salesiano de Duitama,"Duitama, Colombia",,TBD,
51.51731,-0.11056,2015-11-17,gb,Missing Maps Anniversary Party London,MSF UK,http://www.openstreetmap.org/node/3637222489,18:00-21:00,https://www.eventbrite.co.uk/e/missing-maps-first-anniversary-mapathon-tickets-19474704365
45.5673,5.9221,2015-11-17,fr,CartONG Mapathon,"Chambery, France ",,TBD,
38.9532213,-77.075377,2015-11-17,us,Alice Deal Middle School Mapathon,"Washington, DC",http://osm.org/go/ZZceFLTfk,TBD,
54.9798,-1.6167,2015-11-17,gb,Missing Maps Newcastle,Newcastle University,http://www.openstreetmap.org/way/169229644,18:00-21:30,https://www.facebook.com/events/1696980637254810/
23.73933,90.38116,2015-11-17,bd,Missing Maps Bangladesh,"Star Kabab, Dhanmondi",http://www.openstreetmap.org/#map=19/23.73933/90.38116,18:00-21:00,https://www.facebook.com/groups/osmbd/
37.72204,-122.47599,2015-11-18,us,San Francisco State University,San Francisco State University,http://osm.org/go/TZHsPqzyV,17:30-20:00,https://sfsu-missing-maps.eventbrite.com
38.98607,-76.94245,2015-11-18,us,University of Maryland Mapathon,"University of Maryland - McKeldin Library - Rooms 6101, 6103, and 6107",http://osm.org/go/ZZc1hhSzp-?m=,12:00-15:00 ,
38.98607,-76.94245,2015-11-18,us,University of Maryland Mapathon,"University of Maryland - Geographical Sciences Department, LeFrak Hall 1136 & 1138",http://osm.org/go/ZZc1hhSzp-?m=,15:00-17:00,
40.8075434,-73.9597249,2015-11-18,us,Columbia University - SIPA,Columbia University - SIPA,,17:00-19:00,
59.4154805,5.2636464,2015-11-18,no,Engineers Without Borders Norway (IUG Norge),"Haugesund, Norway",,TBD,http://www.iug.no/
-8.5080922,115.2639576,2015-11-18,id,Green School,"Ubud, Indonesia",,8:00,www.greenschool.org
38.8469,-76.9308,2015-11-18,us,US Census Bureau Mapathon,"Washington, DC",http://osm.org/go/ZZcl303o?m=,TBD,
55.94647,-3.194451,2015-11-18,gb-sct,George Heriot's School Mapathon,"Edinburgh, Scotland",http://osm.org/go/evfLiT969--?m=,TBD,
54.5969467,-5.9301554,2015-11-18,gb,Land & Property Services at the Association for Geographic Information Mapathon,"Belfast, Northern Ireland",,12:00-14:00,
39.7369,-104.9796,2015-11-18,us,University of Denver and FOSS Mapathon,"Denver, US",,18:00,
40.7204,-73.9849,2015-11-18,us,SIPA RPCV Mapathon,"New York, US",,17:00-19:00,
40.57484,-105.08468,2015-11-18,us,Colorado State University Mapathon,"Ramskeller, Lory Student Center, CSU",http://osm.org/go/T2NlMvnJp--?m=&way=131469182,16:00-18:00,http://osmgeoweek.org/event/kampala/
40.74739,-73.99298,2015-11-18,us,Doctors Without Borders / Medecins Sans Frontieres (MSF),"New York, US",http://osm.org/go/Zct9B_7yN?m=&way=204166008,18:00-21:00,
45.5365,-122.66139,2015-11-18,us,GIS Day Mapathon,"Portland, OR",http://osm.org/go/WIDwLRmzE?m=&way=204166010,16:00-18:00,https://oregonmetro.wufoo.com/forms/q1dhkdh115h92kx/
51.89373,-8.49227,2015-11-18,ie,UCC Friends of MSF Mapathon,"Cork, Ireland",http://osm.org/go/esP6eVR70-?m=&node=349285602,19:00,
42.64742,21.15295,2015-11-18,rs,ATI-KOS & University of Business and Technology,"Pristina, Kosovo",http://osm.org/go/xfpEnbUvF--?m=,13:00-17:00,
51.52927,-0.12997,2015-11-18,gb,LUC / DEC Mapathon to celebrate International GIS Day,"London, UK",http://osm.org/go/euu4wSd4p?m=&node=3747940545,17:00-19:30,http://landuse.co.uk/uncategorized/luc-hosting-third-mapathon-to-celebrate-international-gis-day/
31.45146,74.29404,2015-11-18,pk,University of Management and Technology (UMT) MapGive Mapathon,"Computer Lab, UMT, Lahore, Pakistan",http://osm.org/go/znDnZaYCB--?m=,15:00-17:00,http://www.umt.edu.pk/
49.4184,8.67,2015-11-18,de,"Missing Maps GeoWeek, Heidelberg",Heidelberg University,http://www.openstreetmap.org/way/94551367,18:00,https://disastermappers.wordpress.com/2015/11/12/geography-awareness-week-missing-maps-mapathon/
42.73083,-84.48318,2015-11-18,us,GIS Day Mapathon at Michigan State University,"Map Library CTL, MSU Main Library, East Lansing, MI",http://osm.org/go/ZVr4sXGpd?m=,13:00-16:00,
40.7978,-77.86623,2015-11-19,us,Penn State University,"W013 Pattee Library, University Park, PA",http://osm.org/go/ZcSIFKgcu?m=,18:00-20:00,http://www.geog.psu.edu/news/events/geoweek-osm-missing-maps-mapathon
-22.0227,-47.8845,2015-11-19,br,University of S�o Paulo,"S�o Carlos, SP",,18:00 BRT,
38.90396,-77.0445,2015-11-19,us,Access for All: OSM GeoWeek 2015,OpenStreetMap Institutions,http://osm.org/go/ZZcbOGqIC?m=,18:30-21:00,https://www.eventbrite.com/e/access-for-all-osm-geoweek-2015-tickets-19153645068
38.9041122,-77.0466547,2015-11-19,us,OSM Institutions,"Peace Corps, Washington, DC",http://osm.org/go/ZZcbOEjxD?m=,18:30-21:00,
50.7256471,-3.5266611,2015-11-19,gb,Exeter University Mapathon,"Exeter, England",,17:45-20:00,
42.8836,-78.8627,2015-11-19,us,Graduate Geography Student Association (GGSA) Mapathon,"Buffalo, US",,18:00,
45.46664,9.19059,2015-11-18,it,"Politecnico di Milano, GEOlab Mapathon","Milan, Italy",,14:15-16:00,
53.38093,-1.48621,2015-11-19,gb,Missing Maps Sheffield,"Hicks Building, Sheffield University",http://www.openstreetmap.org/way/4399693,18:00-20:30,https://www.eventbrite.co.uk/e/sheffield-missing-maps-tickets-19547253361
38.89693,-77.04448,2015-11-20,us,George Washington University HMS Mapathon,George Washington University - Old Main Building,http://osm.org/go/ZZcbKX_I?m=,17:00-21:00,
38.826316,-77.30436,2015-11-20,us,George Mason Mapathon,George Mason,http://osm.org/go/ZZcFab9j?m=,16:00-20:00,https://www.eventbrite.com/e/george-mason-university-mapathon-tickets-19043886778
